gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.6,0.45,[1.281 1.253 1.577 1.291 1.474 1.612 1.404 1.222 1.562 1.4  ],[2.56 2.6  3.12 2.57 2.84 3.04 2.78 2.45 2.94 2.78],[1.  1.  2.  1.  1.  1.5 2.  1.  1.  2. ],"[1.70387883 1.6695853  2.13920431 1.71050518 1.9708242  2.19010271
 1.8386247  1.59470247 2.07646547 1.84429232]",[1.   1.   1.   1.   1.   1.   1.25 1.   1.   1.  ],"[0.41420781 0.4260892  0.57939169 0.42457745 0.53683494 0.58749773
 0.4602873  0.39949861 0.55531496 0.45739901]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.05,[0.337 0.259 0.196 0.285 0.252 0.251 0.226 0.226 0.224 0.186],[2.65 2.63 2.41 2.68 2.49 2.85 2.39 2.98 2.87 2.36],[1. 1. 1. 2. 1. 2. 1. 1. 1. 1.],"[0.88510693 0.72525558 0.60651515 0.75475459 0.66637498 0.87866054
 0.73491313 0.96174252 0.86777881 0.54013987]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.54812207 0.47050643 0.41333156 0.48675349 0.41721604 0.61052822
 0.50485515 0.73568722 0.65686023 0.34154612]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.1,[0.278 0.471 0.596 0.575 0.453 0.588 0.466 0.54  0.432 0.448],[2.16 2.52 2.77 2.98 2.49 3.05 2.73 2.96 2.67 2.5 ],[1.  2.  1.5 1.  1.  2.  1.  2.  1.  1. ],"[0.57129421 0.94935735 1.15705684 1.28652488 0.98632008 1.31480046
 1.10270915 1.18332297 1.00165569 0.97497692]",[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"[0.27967311 0.47676458 0.58436153 0.73216453 0.54223988 0.70849675
 0.65152751 0.68480369 0.56061321 0.49650035]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.15000000000000002,[0.73  0.665 0.675 0.569 0.67  0.642 0.592 0.706 0.606 0.827],[3.04 2.62 2.4  2.35 2.45 2.7  2.65 2.46 2.43 2.96],[2.  1.  1.  1.  1.5 1.  1.  1.  1.  2. ],"[1.40310459 1.24917697 1.21333151 0.97121611 1.13006054 1.28059341
 1.12153937 1.15488336 1.01261267 1.5082862 ]",[0.5 0.5 0.  0.  1.  0.  0.  1.  0.  1. ],"[0.70268467 0.56530002 0.50008932 0.44502775 0.44712353 0.60775649
 0.53820197 0.45361383 0.43683752 0.70519049]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.2,[0.792 0.787 0.906 0.945 0.88  0.649 0.813 0.817 0.762 0.894],[2.4  2.52 2.76 2.81 2.51 2.23 2.81 2.6  2.63 2.57],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.18880749 1.26791639 1.48284393 1.51494143 1.3974128  1.02267787
 1.39592087 1.36940677 1.35630431 1.36704308]",[1.  0.5 1.  1.  1.  0.  1.  0.  0.  1. ],"[0.43810436 0.48057752 0.58811675 0.59989016 0.54468392 0.36165797
 0.60124313 0.5681763  0.58581541 0.50476281]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.25,[0.977 0.927 0.733 0.706 0.942 0.908 0.894 0.912 0.856 0.8  ],[2.48 2.71 2.26 2.1  2.46 2.53 2.5  2.53 2.23 2.5 ],[1. 2. 1. 1. 1. 1. 1. 1. 1. 2.],"[1.42639522 1.43841868 1.11226897 1.00971076 1.42368371 1.43297569
 1.38163385 1.42043564 1.19617813 1.21976739]",[1. 1. 1. 0. 1. 1. 1. 1. 1. 1.],"[0.47573177 0.5154719  0.34025969 0.27390998 0.44357873 0.48189414
 0.49647883 0.50777878 0.35889297 0.41892022]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.3,[1.254 1.094 1.423 1.126 1.045 1.222 1.117 1.138 1.249 1.109],[2.98 2.68 3.11 2.45 2.46 2.92 2.63 2.74 2.91 2.75],[2. 2. 2. 1. 1. 2. 1. 2. 1. 1.],"[1.89666637 1.56290992 2.06191939 1.44633667 1.46706821 1.85735649
 1.61095029 1.65216695 1.81750042 1.59442352]",[1.   1.   1.   1.   1.   1.25 1.   1.   1.   1.  ],"[0.61957653 0.48284644 0.68365889 0.37082886 0.45048862 0.5892852
 0.49928281 0.51654866 0.61405804 0.53941619]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.35000000000000003,[1.184 1.279 1.131 1.216 1.497 1.436 1.064 1.215 1.181 1.216],[2.56 2.87 2.35 2.65 3.28 3.11 2.46 2.74 2.44 2.72],[1.  1.  1.  1.  2.  1.  1.  1.5 1.  1. ],"[1.65803535 1.83405106 1.50847408 1.63095644 2.21947979 2.05498195
 1.54545258 1.75117686 1.56439206 1.65271765]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.46239082 0.55886307 0.36783444 0.47310244 0.6808482  0.66460658
 0.44415802 0.51014658 0.42091244 0.4886582 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.4,[1.512 1.308 1.11  1.235 1.534 1.43  1.234 1.36  1.368 1.356],[3.19 2.64 2.42 2.54 3.01 2.89 2.61 2.81 2.71 2.69],[1.  2.  1.  1.  1.  2.  1.  1.5 1.  1. ],"[2.23232529 1.71985127 1.48947553 1.744588   2.07452558 1.94262972
 1.68992469 1.86883777 1.88651566 1.83950782]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.65215256 0.42914083 0.39732892 0.45617125 0.58279523 0.54975191
 0.4784629  0.49752307 0.49795182 0.47286964]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.45,[1.165 1.246 1.133 1.474 1.284 1.208 1.277 1.179 1.188 1.066],[2.42 2.41 2.3  2.72 2.75 2.51 2.59 2.49 2.47 2.39],[1.  1.  1.  1.  1.5 1.  1.  1.  1.  1. ],"[1.54140017 1.59456309 1.47430855 1.87603391 1.79815779 1.63800706
 1.72527375 1.64116549 1.58657195 1.45862575]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.37110598 0.35798106 0.33425911 0.46507383 0.46514021 0.37436631
 0.43222749 0.39433199 0.38654265 0.35913356]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.05,[0.257 0.193 0.26  0.215 0.221 0.222 0.23  0.295 0.233 0.229],[1.99 2.46 2.57 1.99 2.53 2.3  2.39 2.87 2.63 2.35],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.5337248  0.61330156 0.74210659 0.45773974 0.66545818 0.54026821
 0.67491104 0.89969519 0.73532736 0.58768091]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.28672834 0.41919999 0.51455532 0.22451464 0.42879802 0.31045376
 0.42577774 0.63623816 0.48217062 0.36888208]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.1,[0.378 0.405 0.275 0.406 0.498 0.334 0.458 0.372 0.427 0.477],[2.49 2.34 1.89 2.46 2.45 2.33 2.75 2.32 2.07 2.21],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.89823666 0.85913583 0.49609274 0.92237661 0.94253098 0.8120482
 1.12103664 0.79025519 0.73308381 0.79434836]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.51170712 0.45042611 0.20636374 0.50340749 0.48143052 0.46949937
 0.60370021 0.41507697 0.33112092 0.3384304 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.15000000000000002,[0.677 0.568 0.646 0.764 0.612 0.688 0.672 0.685 0.479 0.49 ],[2.4  2.15 2.37 3.01 2.36 2.48 2.7  2.75 2.01 2.01],[1. 1. 1. 2. 1. 1. 1. 2. 1. 1.],"[1.12791706 0.89986592 1.04042544 1.48203947 1.09556594 1.23425338
 1.27554237 1.29785719 0.79214795 0.7911817 ]",[1. 0. 1. 0. 0. 1. 0. 0. 0. 0.],"[0.45616901 0.35739827 0.40760317 0.72992765 0.47685622 0.49480331
 0.60135047 0.60794691 0.29558545 0.2972315 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.2,[0.589 0.827 0.876 0.859 0.737 0.667 0.783 0.737 0.763 0.744],[1.94 2.58 2.75 2.54 2.48 2.17 2.41 2.5  2.46 2.54],[1.  1.  1.  1.  1.  1.  1.  1.  1.5 1. ],"[0.81984656 1.36440108 1.47194693 1.31751764 1.22473862 1.04523438
 1.25120146 1.26512367 1.17289175 1.31454434]",[0. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.25687781 0.53427657 0.60245109 0.48912408 0.47308823 0.33648194
 0.47262602 0.50516273 0.42259329 0.53989591]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.25,[0.885 0.892 1.075 1.005 0.734 0.849 1.013 0.865 0.86  1.139],[2.29 2.4  2.75 2.59 1.99 2.28 2.44 2.29 2.43 2.98],[1.  1.  1.5 1.  1.  1.  1.  1.  1.  1.5],"[1.28191945 1.33174246 1.59802924 1.50671803 0.99934881 1.2025856
 1.35941038 1.24503126 1.34881498 1.8267399 ]",[1. 1. 1. 1. 0. 1. 1. 1. 1. 1.],"[0.39652883 0.46312125 0.55197944 0.52698171 0.29510809 0.37154434
 0.42813109 0.34149611 0.47446989 0.66642252]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.3,[0.876 1.05  0.98  1.128 0.997 0.866 1.192 1.08  1.15  0.987],[2.15 2.63 2.43 2.59 2.36 2.09 2.66 2.66 2.75 2.3 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.23596822 1.58062809 1.4096613  1.57781144 1.40485943 1.13354938
 1.657994   1.56801832 1.69556262 1.32344424]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.34082661 0.51814762 0.42441471 0.48753068 0.42713726 0.29933063
 0.49770348 0.48361158 0.56119372 0.3416083 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.35000000000000003,[1.119 1.252 1.194 1.204 1.076 0.993 0.997 0.893 1.024 0.971],[2.47 2.69 2.55 2.68 2.47 2.31 2.3  2.15 2.05 2.11],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.52282736 1.72319656 1.65591109 1.71023463 1.4744835  1.40765276
 1.36951236 1.21242095 1.25283169 1.22886246]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.4398873  0.5121614  0.4740959  0.47863306 0.42426804 0.34753069
 0.35084293 0.312377   0.24377164 0.3217897 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.4,[1.277 1.097 1.212 1.201 1.425 1.024 1.13  1.375 1.074 1.243],[2.61 2.39 2.38 2.5  3.   2.06 2.37 2.98 2.21 2.39],[1. 1. 1. 1. 1. 1. 1. 2. 2. 1.],"[1.72202203 1.48195641 1.56942048 1.6308872  2.03791187 1.25211768
 1.49084891 1.96226599 1.3332827  1.63437645]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.45166437 0.35943688 0.36454805 0.40456152 0.58623706 0.26349463
 0.38465628 0.59175818 0.28414207 0.38968589]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.45,[1.216 1.105 1.238 1.048 1.314 1.313 1.196 1.085 1.274 1.542],[2.36 2.32 2.55 2.19 2.67 2.66 2.49 2.23 2.56 3.01],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.5812847  1.49139693 1.67312282 1.30904827 1.7058024  1.74786859
 1.60080544 1.41666524 1.67545289 2.07757571]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.37607962 0.34495467 0.40862392 0.3032719  0.44476236 0.46076898
 0.40768899 0.30970784 0.4242859  0.57722293]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.05,[0.189 0.247 0.214 0.134 0.196 0.216 0.211 0.235 0.17  0.183],[2.49 2.04 2.25 1.86 2.04 2.45 2.29 2.76 2.36 2.08],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.65558118 0.53060047 0.55607959 0.29798466 0.51997711 0.64200475
 0.58132103 0.7502154  0.47924315 0.47175496]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.47700208 0.30510731 0.33337452 0.15966435 0.30403229 0.41317723
 0.37440941 0.52398249 0.30694823 0.29381551]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.1,[0.392 0.491 0.327 0.375 0.369 0.323 0.413 0.327 0.42  0.371],[2.22 2.5  1.99 2.37 2.39 2.17 2.2  2.25 2.1  2.2 ],[1.  1.5 1.  1.  1.  1.  1.  1.  1.  1. ],"[0.86695854 0.94106974 0.58595574 0.79575739 0.78843312 0.71057375
 0.76291102 0.67443571 0.75949567 0.77498218]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.44479057 0.4864921  0.26347038 0.43073786 0.42106983 0.36652101
 0.34420984 0.31903532 0.33373883 0.39487415]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.15000000000000002,[0.555 0.56  0.591 0.536 0.718 0.556 0.7   0.705 0.686 0.608],[1.8  2.1  2.27 2.07 2.42 2.18 2.53 2.57 2.53 2.38],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.72138344 0.91782782 1.06344197 0.96108629 1.17755556 0.9690221
 1.24823419 1.2454961  1.16228904 1.16999154]",[0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],"[0.21281898 0.35636237 0.45501424 0.39038072 0.45073671 0.41292652
 0.56311701 0.55949024 0.50217673 0.52659982]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.2,[0.655 0.783 0.799 0.703 0.584 0.706 0.8   0.736 0.794 0.758],[1.97 2.43 2.37 2.38 2.02 2.48 2.48 2.31 2.29 2.35],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.96322956 1.22031752 1.25133421 1.18420422 0.95322563 1.19226613
 1.3016078  1.16152403 1.21749095 1.19940401]",[1. 1. 1. 1. 0. 0. 0. 1. 1. 1.],"[0.27930805 0.43635207 0.47123899 0.44614514 0.33931205 0.4846874
 0.51270461 0.41721006 0.44021861 0.42720003]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.25,[0.995 0.929 0.98  0.856 1.328 0.755 0.958 0.848 0.803 0.828],[2.61 2.62 2.3  2.37 3.06 1.86 2.33 2.23 2.33 2.31],[1. 1. 1. 1. 2. 1. 1. 1. 1. 1.],"[1.49912341 1.45727161 1.33663308 1.34082299 1.88829426 1.00419095
 1.32076385 1.17700904 1.25419312 1.20110346]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.47470446 0.50252064 0.40534401 0.4233413  0.6766341  0.2121597
 0.41764861 0.36848609 0.39251038 0.36989252]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.3,[1.122 0.986 0.889 1.121 0.984 0.961 0.767 1.265 0.756 1.015],[2.49 2.27 2.2  2.58 2.31 2.14 1.72 2.67 1.92 2.2 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.54271528 1.34632452 1.2624214  1.57470625 1.26378724 1.18852191
 0.9743512  1.71456589 1.02734079 1.3635251 ]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.43963911 0.38538458 0.32885695 0.48234785 0.32294007 0.27156878
 0.16856995 0.54026413 0.2325361  0.35837129]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.35000000000000003,[0.856 0.968 1.043 0.922 1.314 0.969 0.989 1.098 0.999 1.073],[2.07 2.13 2.13 2.12 3.01 2.31 1.97 2.21 2.2  2.38],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.15282899 1.27443874 1.28421017 1.24130023 1.97375036 1.28215451
 1.22180266 1.33371248 1.30850417 1.44376243]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.27158632 0.32788357 0.2758215  0.29872455 0.61807776 0.34081662
 0.25224212 0.30889803 0.3280635  0.39589133]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
