gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.6,0.1,[0.482 0.488 0.518 0.449 0.417 0.453 0.601 0.518 0.508 0.465],[2.91 2.75 2.78 2.49 2.45 2.8  2.72 2.97 2.8  2.31],[1.  1.  2.  1.  1.  1.  1.  1.5 1.  1. ],"[1.18007862 1.20237674 1.19085361 0.94438195 0.84396344 1.08608601
 1.25393615 1.26104037 1.22398913 0.87868144]",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"[0.6663506  0.68871768 0.64607517 0.50539513 0.43618756 0.65183796
 0.64857116 0.73597201 0.73565905 0.45304179]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.15000000000000002,[0.85  0.742 0.816 0.767 0.531 0.773 0.69  0.621 0.818 0.635],[2.91 2.93 3.08 3.09 2.44 2.65 2.71 2.58 2.54 2.77],[2.  2.  2.  2.  1.  2.  1.  1.5 1.  2. ],"[1.53076197 1.42524226 1.6158851  1.50755205 1.03121934 1.27280547
 1.31825081 1.14396181 1.28632033 1.22374442]",[1.  1.  1.  1.  0.  0.  0.  0.  1.  0.5],"[0.71299341 0.67093318 0.76680551 0.74872149 0.48627854 0.54542021
 0.60974434 0.51296328 0.50825392 0.54285392]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.2,[0.817 0.858 0.876 1.09  0.837 0.857 1.01  0.809 0.75  0.772],[2.57 2.52 2.67 3.28 2.57 2.59 3.05 2.57 2.11 2.46],[1. 1. 2. 2. 2. 1. 2. 1. 1. 1.],"[1.35308402 1.34380753 1.36362342 1.96672806 1.32048881 1.38428785
 1.66879503 1.31415068 1.11231285 1.23695479]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.52189017 0.49886124 0.5064994  0.84308182 0.44550468 0.54858228
 0.66407091 0.49018889 0.36782066 0.45231612]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.25,[1.019 1.132 0.876 0.903 1.194 1.239 1.112 1.116 1.065 1.212],[3.01 2.98 2.36 2.48 3.08 3.35 2.76 3.03 2.75 3.1 ],[2. 1. 1. 1. 2. 2. 2. 2. 1. 2.],"[1.6886203  1.74820619 1.30536262 1.37188583 1.80883426 2.0620377
 1.59211924 1.82962886 1.65560164 1.91842783]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.66121307 0.62630434 0.40211555 0.48723739 0.66293583 0.81195652
 0.54535167 0.68403193 0.55831892 0.7227064 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.3,[1.25  1.172 1.064 1.292 0.966 1.304 1.072 1.037 1.251 1.22 ],[3.08 2.66 2.63 3.19 2.57 3.15 2.58 2.4  2.74 2.99],[1. 2. 1. 2. 1. 2. 2. 2. 1. 1.],"[1.97147159 1.60370801 1.59476755 2.07710594 1.50087349 2.01706324
 1.54807713 1.38151054 1.70669206 1.85232329]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.6994556  0.45917188 0.49006785 0.72030785 0.49008064 0.67747828
 0.45338719 0.35588554 0.52083757 0.63336821]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.35000000000000003,[1.412 1.297 1.269 1.307 1.473 1.202 1.26  1.314 1.273 1.308],[3.   2.71 2.84 2.7  3.21 3.06 2.71 2.92 2.71 2.84],[1. 1. 1. 1. 2. 2. 1. 2. 2. 2.],"[1.99648719 1.82794235 1.83927358 1.76427268 2.1391041  1.86056498
 1.79219651 1.92074449 1.74382359 1.80609691]",[1.   1.   1.   1.   1.25 1.   1.   1.   1.   1.  ],"[0.59701026 0.51330612 0.54008718 0.49492637 0.64620859 0.58212748
 0.52291917 0.55770494 0.47527134 0.5212556 ]",[0.    0.    0.    0.    0.125 0.    0.    0.    0.    0.   ]
1.6,0.4,[1.377 1.472 1.252 1.625 1.242 1.342 1.197 1.38  1.309 1.189],[2.96 3.   2.65 3.25 2.65 2.85 2.62 2.8  2.78 2.32],[2. 2. 1. 2. 1. 2. 1. 1. 1. 1.],"[1.9214178  2.02494101 1.73193337 2.26716773 1.64203134 1.86852002
 1.70383687 1.89603439 1.87560627 1.48324731]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.56256648 0.54273397 0.46446083 0.65700171 0.43961374 0.51638623
 0.45106831 0.51047287 0.52589741 0.34423364]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.45,[1.502 1.389 1.584 1.356 1.247 1.196 1.542 1.569 1.256 1.202],[2.89 2.77 3.19 2.77 2.48 2.58 3.09 3.04 2.78 2.54],[1.  2.  2.  1.5 1.  1.  2.  2.  2.  2. ],"[2.03019774 1.89230514 2.22427508 1.83385889 1.61354636 1.62599448
 2.11177504 2.0852483  1.77456196 1.57604977]",[1.   1.   1.25 1.   1.   1.   1.   1.   1.   1.  ],"[0.53348143 0.48953415 0.60984881 0.47144922 0.39878805 0.42913901
 0.574084   0.57624683 0.46297871 0.39840145]",[0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.  ]
1.7000000000000002,0.05,[0.26  0.353 0.209 0.203 0.287 0.264 0.221 0.243 0.236 0.256],[2.45 2.99 2.5  2.68 3.1  2.84 2.53 2.59 2.63 2.74],[1. 1. 1. 1. 2. 1. 1. 1. 1. 1.],"[0.69918993 1.08420385 0.60005297 0.70122224 0.94480949 0.88968693
 0.68690444 0.68925108 0.67937579 0.86046013]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.44502001 0.75823706 0.39344653 0.50691865 0.67897941 0.61226139
 0.45381423 0.45100889 0.44281084 0.58562066]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.1,[0.312 0.519 0.661 0.382 0.542 0.443 0.584 0.543 0.388 0.484],[2.05 2.48 3.27 2.28 2.85 2.75 3.   2.54 2.29 2.41],[1.  1.  1.  1.  2.  1.  1.5 1.  1.  1. ],"[0.62727708 1.04266891 1.56507093 0.75563702 1.17436473 1.08670884
 1.29811387 1.11524382 0.82120467 1.03097086]",[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"[0.32005418 0.53935836 0.90275892 0.36160382 0.64549754 0.63274888
 0.74773179 0.57970183 0.41160262 0.55735758]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.15000000000000002,[0.518 0.775 0.619 0.736 0.588 0.58  0.697 0.57  0.709 0.692],[2.24 2.81 2.52 2.94 2.43 2.38 2.85 2.56 3.01 3.05],[1. 1. 1. 2. 1. 1. 2. 1. 2. 1.],"[0.93918541 1.45965098 1.18623166 1.33146943 1.01908709 1.08756122
 1.36141015 1.05277033 1.42051744 1.50699931]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.41114953 0.7118275  0.51870419 0.62296846 0.43072527 0.4905611
 0.65626855 0.4627215  0.68358385 0.81010478]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.2,[0.769 0.647 1.001 0.886 0.976 1.054 0.821 0.744 0.879 0.875],[2.7  2.15 3.28 2.66 2.99 3.08 2.52 2.63 2.66 2.94],[1. 1. 2. 2. 1. 2. 1. 2. 1. 1.],"[1.37339325 0.94406495 1.83302749 1.42893865 1.72573327 1.84039698
 1.31211669 1.26793846 1.44266372 1.56372147]",[0.  0.  1.  1.  1.  1.  0.5 1.  1.  1. ],"[0.55649383 0.30296144 0.84415481 0.53318182 0.72677331 0.77116114
 0.53017089 0.48959862 0.5593312  0.67129044]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.25,[0.714 1.117 1.194 1.072 0.811 0.811 0.806 1.152 0.962 0.889],[2.02 3.02 3.02 2.89 2.19 2.35 2.15 2.9  2.62 2.61],[1. 1. 2. 1. 1. 1. 1. 1. 1. 1.],"[1.02147022 1.90453403 1.88461562 1.73496285 1.09805297 1.25178515
 1.18396125 1.72589588 1.44528921 1.40915069]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.29434253 0.7241666  0.68340346 0.65593331 0.32086059 0.42971972
 0.36645149 0.62966542 0.51877371 0.50162444]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.3,[1.28  1.265 0.963 0.908 0.945 1.025 0.965 1.016 1.352 1.301],[3.   3.12 2.12 2.25 2.18 2.35 2.38 2.53 3.16 3.04],[1.  1.  1.  1.  1.  1.  1.  1.  2.  1.5],"[1.90048344 1.96392376 1.25620142 1.28884349 1.26005208 1.41272413
 1.31725182 1.48882116 2.04209825 1.94008052]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.67273808 0.68765057 0.31809351 0.37313548 0.33569539 0.38929578
 0.38212486 0.46595006 0.71477403 0.65446346]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.35000000000000003,[1.298 1.25  1.13  1.055 1.193 1.039 1.273 0.985 1.395 1.399],[2.9  2.71 2.47 2.16 2.62 2.38 2.69 2.08 3.06 2.98],[2. 1. 1. 1. 1. 1. 1. 1. 1. 2.],"[1.84863031 1.74376609 1.58392151 1.34479011 1.64477512 1.4351781
 1.69782213 1.23202794 2.05091325 1.93389067]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.54042719 0.51019188 0.4205426  0.31360664 0.45151584 0.39678942
 0.4857805  0.27140355 0.64926103 0.5872769 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.4,[1.465 1.163 1.409 1.239 1.281 1.185 1.326 1.312 1.187 1.367],[3.03 2.46 3.05 2.64 2.67 2.44 2.76 2.56 2.48 2.87],[1.5 1.  1.5 1.  1.  1.  1.  1.5 1.  1. ],"[2.06864184 1.51820539 1.98329794 1.78105111 1.74593507 1.59232946
 1.78686326 1.70969522 1.63297818 1.90240515]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.58103503 0.38112287 0.6113503  0.49923715 0.46696535 0.3840891
 0.48497361 0.43548502 0.43296842 0.55848242]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.45,[1.417 1.227 1.082 1.251 1.204 1.311 1.448 1.393 1.361 1.266],[2.9  2.54 2.35 2.5  2.43 2.46 2.86 2.94 2.76 2.49],[1. 1. 1. 1. 2. 1. 2. 1. 1. 1.],"[1.98601417 1.59493223 1.43552294 1.58036327 1.58557912 1.66571376
 1.93513693 2.0216101  1.85444234 1.63293783]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.56811256 0.41054014 0.33997546 0.43189648 0.35067678 0.36756373
 0.51015646 0.55464477 0.49600301 0.35999838]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.05,[0.238 0.202 0.289 0.235 0.252 0.266 0.266 0.237 0.253 0.226],[2.46 2.27 2.68 2.36 2.36 2.44 2.36 2.28 2.75 2.4 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.789956   0.52066849 0.9191214  0.55628212 0.64904652 0.72715508
 0.66981214 0.59050268 0.88906076 0.63887858]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.52636164 0.32409379 0.64339264 0.33587197 0.42043812 0.46066399
 0.4166139  0.36667456 0.62665598 0.40468912]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.1,[0.493 0.457 0.444 0.513 0.59  0.503 0.409 0.563 0.378 0.461],[2.61 2.32 2.79 2.73 3.21 2.8  2.54 2.85 2.51 2.5 ],[1.  1.  1.5 1.5 2.  2.  1.  1.  1.  1. ],"[1.03477531 0.91405112 1.01756091 1.08369201 1.37849339 1.1269495
 0.9145571  1.20273978 0.90514756 0.9465624 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.5526171  0.46336508 0.58457446 0.56641906 0.8204398  0.59560185
 0.50419699 0.67428824 0.49182724 0.4890624 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.15000000000000002,[0.682 0.575 0.496 0.508 0.515 0.579 0.572 0.645 0.423 0.492],[2.87 2.43 2.35 2.13 1.88 2.02 2.46 2.62 1.91 2.  ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.49302796 1.08435673 0.93321242 0.80924983 0.80119491 0.81371175
 1.09057948 1.17956811 0.70475223 0.80137158]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.80219971 0.50244266 0.39371047 0.31242427 0.27704452 0.27333821
 0.50621668 0.52561304 0.25693973 0.32665966]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.2,[0.554 0.807 0.721 0.865 0.715 0.776 0.62  0.78  0.751 0.62 ],[1.99 2.4  2.6  2.58 1.96 2.28 1.79 2.4  2.48 1.99],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.84955736 1.26661675 1.25584992 1.45700142 0.97141923 1.19415446
 0.86221764 1.19502158 1.25224343 0.88003073]",[0. 1. 0. 1. 1. 0. 1. 0. 1. 0.],"[0.28629564 0.45901909 0.50691193 0.56559517 0.26977861 0.448632
 0.20628014 0.4614968  0.47357155 0.26076315]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.25,[0.894 0.815 0.898 0.867 0.96  0.917 0.894 1.066 0.79  0.856],[2.13 2.09 2.2  2.1  2.58 2.53 2.33 2.78 2.38 2.38],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.21729738 1.07784601 1.22363765 1.11639011 1.4737095  1.42310932
 1.330834   1.63406786 1.22140991 1.30975767]",[1.  1.  1.  1.  1.  1.  1.  1.  0.  0.5],"[0.3318384  0.2814129  0.32324215 0.31975681 0.53578103 0.47914082
 0.42656642 0.57456591 0.44067993 0.44797666]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.3,[0.76  1.252 1.097 0.868 0.877 1.073 1.064 0.953 1.009 1.054],[1.82 2.87 2.61 2.12 2.26 2.55 2.54 2.2  2.45 2.4 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.03973911 1.82178716 1.55824391 1.14074599 1.24900996 1.48409874
 1.49328579 1.26750583 1.44631494 1.51970328]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.21458286 0.61724553 0.4904363  0.31823989 0.36794673 0.45538781
 0.44415004 0.33877048 0.40249963 0.45830191]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.35000000000000003,[1.051 0.964 1.056 1.187 1.07  1.216 1.305 1.211 0.884 1.216],[2.4  2.02 2.36 2.63 2.33 2.44 2.58 2.67 2.08 2.8 ],[1.  1.  1.  1.  1.5 1.  1.  1.  1.  1. ],"[1.50928213 1.20578488 1.41661534 1.6124537  1.41801736 1.56447464
 1.74459194 1.67267509 1.22724656 1.76673992]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.3945574  0.23414426 0.34215001 0.47502695 0.32629861 0.38773453
 0.45809292 0.49246269 0.32360215 0.54325847]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.4,[1.056 1.178 1.172 0.983 1.131 1.243 1.285 1.281 1.25  1.186],[2.15 2.43 2.39 2.01 2.38 2.49 2.51 2.6  2.68 2.43],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.37733429 1.60121183 1.53230228 1.22873837 1.53589978 1.63478559
 1.67418918 1.7606897  1.72245536 1.56658491]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.3217337  0.385184   0.3602515  0.26338925 0.37524731 0.42394819
 0.41415927 0.46415101 0.46662529 0.36803755]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.45,[1.087 1.055 0.989 1.031 1.154 1.156 1.215 1.257 1.312 1.022],[2.27 2.22 2.02 2.05 2.26 2.36 2.49 2.46 2.68 1.91],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.4585919  1.39587937 1.30468995 1.29916847 1.43222576 1.51058041
 1.64415666 1.59026123 1.79878719 1.20159282]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.33931822 0.32107957 0.26587403 0.2570005  0.29430278 0.36104428
 0.43028459 0.37793701 0.47070979 0.20018657]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.05,[0.173 0.285 0.264 0.124 0.214 0.243 0.191 0.316 0.261 0.212],[1.97 1.94 2.4  2.02 2.45 2.69 2.53 2.56 2.21 2.33],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.42662348 0.56113826 0.68644505 0.4061215  0.58406675 0.77687546
 0.76453282 0.81561368 0.66893229 0.61929708]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.25188227 0.28114314 0.42433323 0.2772006  0.35881284 0.53534714
 0.57683079 0.50601163 0.39275553 0.38933615]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.1,[0.426 0.4   0.487 0.412 0.317 0.39  0.366 0.364 0.376 0.423],[2.42 2.2  2.36 2.14 2.06 2.41 2.23 2.14 2.35 2.3 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.91083892 0.6838175  0.97298829 0.80140123 0.63621225 0.93140977
 0.77240682 0.67980641 0.76894542 0.90355605]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.51639312 0.31178625 0.51479981 0.38340074 0.29941537 0.53432542
 0.40070028 0.31765797 0.39051524 0.44081435]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.15000000000000002,[0.371 0.461 0.617 0.528 0.49  0.637 0.502 0.604 0.545 0.514],[1.83 2.17 2.5  2.01 1.9  2.33 2.36 2.15 2.19 2.03],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.58066804 0.82169802 1.18949939 0.81637433 0.7267138  1.02867668
 0.9565837  0.94425754 0.86251602 0.82477132]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.22033357 0.35040896 0.56207019 0.27238019 0.2348681  0.43301262
 0.41674971 0.35676243 0.31372696 0.30786702]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.2,[0.604 0.686 0.658 0.647 0.613 0.684 0.658 0.534 0.916 0.571],[1.98 2.07 2.07 2.16 2.07 2.23 2.11 1.76 2.68 2.18],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.88195407 0.98163073 0.92963658 0.96193973 0.91393498 1.03331001
 1.02658664 0.74358767 1.4276033  0.9545973 ]",[0.5 1.  0.  0.  0.  0.  1.  0.5 1.  0. ],"[0.26324313 0.28096667 0.3304276  0.36846744 0.30548467 0.35166023
 0.32494358 0.17983767 0.56348221 0.38390394]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.25,[0.868 0.887 0.982 0.918 0.88  0.878 0.976 0.944 1.029 0.881],[2.28 2.47 2.63 2.41 2.32 2.44 2.5  2.6  2.76 2.04],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.26465158 1.41011327 1.52001788 1.34213692 1.29666291 1.32545195
 1.43477109 1.4665992  1.60457226 1.15673383]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.36721994 0.46432958 0.52560382 0.42350166 0.39426056 0.43972808
 0.48606015 0.50046578 0.5617915  0.3070561 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.3,[1.05  0.822 0.945 1.336 0.995 1.099 1.009 0.986 0.924 0.983],[2.43 1.99 2.06 3.02 2.25 2.39 2.3  2.24 2.13 2.14],[1.5 1.  1.  1.  1.  1.  1.  1.  1.  1. ],"[1.41528163 1.09607609 1.26950086 1.94714355 1.33965218 1.46036743
 1.41001931 1.30738933 1.25666251 1.31895495]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.3934872  0.25239445 0.32452039 0.64738098 0.35632942 0.4147937
 0.39975075 0.34991619 0.31056876 0.36098437]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.35000000000000003,[0.983 0.797 0.992 0.893 0.854 1.056 0.884 0.931 1.086 1.01 ],[2.09 2.02 2.27 2.04 1.99 2.38 2.08 1.97 2.22 2.21],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.2542017  1.07708536 1.38673961 1.20755537 1.15599097 1.46701203
 1.19083052 1.19151531 1.37385941 1.30711658]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.28080327 0.250142   0.34740245 0.30249434 0.27345435 0.3929007
 0.28626997 0.2644157  0.34974564 0.31764881]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
