gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.6,0.25,[1.085 1.024 1.084 0.906 1.17  0.878 0.941 1.111 1.041 1.103],[2.85 2.96 2.86 2.52 3.06 2.27 2.71 2.89 2.76 2.81],[1. 2. 1. 1. 2. 1. 1. 2. 1. 1.],"[1.72681727 1.67293429 1.67449126 1.34169818 1.83642427 1.25150662
 1.50660197 1.73037644 1.56698334 1.69589051]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.61830103 0.61891512 0.61293242 0.43428119 0.68010591 0.39786648
 0.56970866 0.60188523 0.53491303 0.60187561]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.3,[1.157 1.292 1.453 1.08  1.021 1.293 1.445 1.076 1.265 1.334],[2.69 2.98 3.32 2.72 2.36 2.8  3.51 2.6  3.39 2.96],[2. 1. 2. 1. 1. 2. 2. 1. 1. 2.],"[1.61498109 1.87112911 2.19376061 1.59238607 1.40059442 1.78375934
 2.23418783 1.58295749 2.11081691 1.92477267]",[1.    1.    1.25  1.    1.    1.25  1.125 1.    1.    1.   ],"[0.47917848 0.59734493 0.74255883 0.5279183  0.39027215 0.51949421
 0.82974813 0.47238132 0.79989772 0.61960666]",[0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.  ]
1.6,0.35000000000000003,[1.248 0.981 1.186 1.244 1.165 1.033 1.361 1.147 1.367 1.122],[2.81 2.3  2.68 2.81 2.5  2.37 2.99 2.71 2.92 2.38],[2.  1.  1.  1.5 1.  1.  2.  1.5 1.  1. ],"[1.76913574 1.34749614 1.70638699 1.82326912 1.59766057 1.40033048
 1.91986062 1.5876202  1.91833023 1.52511699]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.52211914 0.34112896 0.48223172 0.53904122 0.4386591  0.35076993
 0.59124734 0.49106746 0.57885513 0.39499797]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.4,[1.327 1.504 1.399 1.517 1.283 1.304 1.352 1.303 1.654 1.143],[2.77 3.13 2.94 3.2  2.75 2.74 2.72 2.79 3.54 2.6 ],[1.  2.  1.  2.  1.5 1.  1.  1.  2.  2. ],"[1.82158718 2.12561037 1.91884835 2.11523704 1.7940561  1.7657888
 1.7515681  1.82111597 2.42318147 1.64393817]",[1.   1.   1.   1.   1.   1.   1.   1.   1.25 1.  ],"[0.52150418 0.61617922 0.57084725 0.63929771 0.49154145 0.48890892
 0.45954661 0.51605494 0.73205599 0.43270954]",[0.   0.   0.   0.   0.   0.   0.   0.   0.25 0.  ]
1.6,0.45,[1.486 1.299 1.373 1.352 1.417 1.489 1.359 1.593 1.699 1.894],[3.01 2.73 2.77 2.85 3.01 2.93 2.77 3.25 3.3  3.79],[2.  1.  2.  1.  1.  1.5 1.  1.  2.  2. ],"[2.02486938 1.80465605 1.77520385 1.86211188 2.03485293 2.02805387
 1.83455141 2.30335804 2.29079434 2.72591213]",[1.   1.   1.   1.   1.   1.   1.   1.   1.25 1.25],"[0.54015258 0.48392362 0.45024291 0.52722907 0.57311282 0.54505827
 0.49078798 0.70292225 0.64356045 0.8361874 ]",[0.   0.   0.   0.   0.   0.   0.   0.   0.25 0.  ]
1.7000000000000002,0.05,[0.236 0.218 0.349 0.255 0.322 0.253 0.251 0.227 0.292 0.186],[2.46 2.39 3.02 2.77 2.79 2.19 2.63 2.59 2.36 2.37],[1.  1.5 1.  1.  1.  1.  1.  1.  1.  1. ],"[0.69898737 0.58923242 1.07985549 0.8865948  0.97014949 0.6961477
 0.77740832 0.72278829 0.73241165 0.60647443]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.4501153  0.38548242 0.7526924  0.61483027 0.64377132 0.42568444
 0.5115343  0.48776693 0.45756058 0.40497846]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.1,[0.491 0.488 0.458 0.419 0.566 0.356 0.384 0.472 0.493 0.452],[3.03 2.71 2.65 2.69 3.08 2.43 2.5  2.35 2.77 2.48],[1.5 1.  2.  1.  1.  1.  1.  1.  1.  1. ],"[1.24357453 1.10598797 0.97707519 1.09632971 1.35099855 0.82102223
 0.88740171 0.83659198 1.14377967 0.87110628]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.74131074 0.61961834 0.53301269 0.65216284 0.82723207 0.45609791
 0.48974057 0.36927752 0.64170692 0.44077425]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.15000000000000002,[0.702 0.645 0.69  0.696 0.7   0.632 0.725 0.666 0.673 0.779],[2.92 2.47 2.71 2.62 2.79 2.7  2.69 2.54 2.41 2.82],[1.  1.  1.  1.  1.  2.  1.5 1.  1.  1. ],"[1.39710006 1.16679033 1.26457052 1.22124862 1.30330737 1.16300661
 1.24673304 1.21447941 1.1300397  1.42758366]",[0. 1. 1. 0. 1. 0. 1. 0. 0. 1.],"[0.68201217 0.49347001 0.55773703 0.55734237 0.59535327 0.54234499
 0.54251429 0.54079777 0.49638613 0.65505192]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.2,[0.833 0.909 0.826 0.769 0.809 0.8   0.926 0.889 1.01  0.832],[2.34 2.64 2.62 2.36 2.39 2.37 2.94 2.48 3.12 2.69],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.28021902 1.45957337 1.3953228  1.1872495  1.23836163 1.1654204
 1.58985312 1.27947642 1.8434759  1.43602317]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.44948415 0.53789856 0.56846733 0.42055028 0.44347393 0.39670214
 0.66419821 0.45977671 0.7986175  0.60545799]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.25,[1.13  0.703 1.033 0.868 0.814 0.965 1.024 0.963 1.16  1.095],[2.93 2.15 2.84 2.33 2.41 2.56 2.68 2.48 2.95 2.69],[1. 1. 2. 1. 1. 1. 1. 1. 1. 2.],"[1.80707227 1.00282025 1.60336738 1.27473369 1.30102298 1.46468626
 1.55888515 1.40905599 1.8028269  1.59671737]",[1. 0. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.69645215 0.29826092 0.58256355 0.3852     0.43653263 0.52300474
 0.5160525  0.46380208 0.67216589 0.52676681]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.3,[1.025 1.169 1.109 0.971 1.09  1.105 1.009 0.919 1.105 0.968],[2.51 2.93 2.46 2.41 2.7  2.6  2.68 2.53 2.73 2.52],[1.  1.5 1.  1.  1.  1.  1.  1.  1.5 2. ],"[1.48450812 1.72583479 1.45219185 1.37491651 1.62354224 1.57189101
 1.57626517 1.41095872 1.58917977 1.3757315 ]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.45123542 0.58507063 0.40332283 0.39280469 0.53431617 0.47309219
 0.50502249 0.42970384 0.49958016 0.37655181]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.35000000000000003,[1.231 0.882 1.016 1.341 1.255 1.324 1.243 1.189 1.145 1.266],[2.59 2.23 2.15 2.95 2.72 2.91 2.75 2.66 2.53 2.78],[1.  1.  1.  1.  1.  2.  1.  1.5 1.5 1. ],"[1.65389679 1.20283985 1.30196944 1.95215369 1.73921743 1.86533637
 1.7438695  1.63007395 1.61213739 1.86617732]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.482883   0.29346485 0.26603194 0.62973181 0.4966631  0.5578974
 0.51095446 0.43873117 0.42962763 0.54519892]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.4,[1.34  1.077 1.083 1.222 1.291 1.421 1.122 1.382 1.498 1.503],[2.94 2.25 2.4  2.58 2.7  2.88 2.5  3.07 3.03 3.09],[2.  1.  1.  1.  1.  1.  1.  2.  1.5 2. ],"[1.88737131 1.37748414 1.45295379 1.69503878 1.79335684 1.97587004
 1.53034446 2.06651597 2.10134101 2.07211509]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.51024729 0.29763551 0.35845794 0.46905428 0.48581899 0.56498564
 0.39606223 0.62326767 0.58361457 0.60204124]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.45,[1.396 1.41  1.337 1.246 1.192 1.262 1.115 1.242 1.311 1.265],[2.77 2.82 2.57 2.52 2.66 2.6  2.27 2.35 2.85 2.72],[1. 1. 1. 2. 1. 1. 1. 1. 1. 2.],"[1.87873768 1.87823676 1.75271733 1.61621421 1.70152345 1.71606266
 1.50438506 1.5306424  1.82730674 1.73019742]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.49331532 0.4836225  0.4009229  0.36763755 0.46016541 0.42332829
 0.33855498 0.34779084 0.52126914 0.45890226]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.05,[0.236 0.159 0.26  0.293 0.274 0.215 0.202 0.211 0.205 0.283],[2.44 1.89 2.68 2.34 2.38 2.19 2.39 2.77 2.1  2.38],[1.5 1.  1.  1.  1.  1.  1.  1.  1.  1. ],"[0.61382995 0.40724199 0.79917047 0.75148332 0.72523761 0.48429292
 0.64314546 0.80750223 0.51579921 0.67331709]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.38130065 0.25465898 0.50954767 0.46566178 0.44986895 0.27378511
 0.44428316 0.59594034 0.30860682 0.39990156]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.1,[0.379 0.439 0.296 0.439 0.382 0.532 0.332 0.356 0.465 0.497],[2.17 2.33 2.   2.24 2.23 2.7  2.07 2.35 2.63 2.6 ],[1. 1. 1. 1. 1. 1. 1. 2. 1. 1.],"[0.78454319 0.96534611 0.62605106 0.81211715 0.7881595  1.17809598
 0.62986452 0.74187756 1.11461548 1.06363653]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.39034397 0.47838322 0.28769168 0.36457809 0.38618684 0.63543424
 0.28306764 0.3368385  0.62680054 0.5746491 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.15000000000000002,[0.752 0.75  0.572 0.687 0.546 0.546 0.651 0.743 0.592 0.49 ],[3.12 2.68 2.51 2.47 2.24 2.21 2.62 2.68 2.17 1.9 ],[1. 1. 2. 1. 1. 1. 1. 1. 1. 1.],"[1.63451317 1.37303384 1.03805393 1.15939456 0.92548558 0.91382702
 1.26298692 1.34990625 0.92970647 0.71526565]",[0.5 1.  0.  1.  0.  0.  0.  1.  0.  0. ],"[0.85823632 0.64617593 0.45031712 0.49656985 0.40080724 0.33706921
 0.59662645 0.60531396 0.32301702 0.20214065]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.2,[0.564 0.564 0.723 0.804 0.705 0.818 0.658 0.832 0.628 0.79 ],[1.99 1.88 2.3  2.63 2.34 2.35 2.18 2.87 2.35 2.25],[1.  1.  1.  1.  1.  1.  1.  1.5 1.  1. ],"[0.85089267 0.80386384 1.08418942 1.41134826 1.121194   1.2399807
 1.01075084 1.47079285 1.01347341 1.16257043]",[0.  0.  0.  0.5 1.  1.  0.  0.5 0.  1. ],"[0.27736484 0.21081697 0.40078122 0.58302062 0.40190445 0.45615745
 0.35866039 0.64088074 0.36553884 0.38547082]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.25,[0.695 0.728 0.914 0.721 0.912 1.058 0.716 0.835 1.075 0.945],[2.13 2.21 2.47 2.13 2.22 2.87 1.98 2.39 2.73 2.82],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.11220241 1.17133561 1.3469524  0.99172257 1.26183422 1.69889152
 1.01842895 1.2434864  1.60147674 1.61002688]",[0.5 1.  1.  0.  1.  1.  1.  1.  1.  1. ],"[0.37188014 0.3781923  0.42386158 0.30367569 0.32839672 0.63429924
 0.28383911 0.40071296 0.54765899 0.61124514]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.3,[0.982 1.031 1.229 0.819 0.957 1.045 0.902 1.143 1.057 0.95 ],[2.33 2.54 2.84 2.1  2.23 2.6  2.14 2.52 2.38 2.28],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.40147427 1.53177491 1.76721522 1.15732741 1.25367456 1.54548844
 1.23346358 1.57755124 1.43708968 1.38442092]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.39149075 0.48347901 0.58950526 0.29089187 0.30633081 0.51739518
 0.31038741 0.46253171 0.39339095 0.38088088]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.35000000000000003,[1.298 1.149 1.166 1.096 1.137 1.129 0.949 1.208 1.052 1.179],[2.85 2.5  2.67 2.45 2.62 2.6  2.33 2.63 2.28 2.6 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.85664852 1.59324215 1.66185055 1.50950151 1.68743188 1.61803913
 1.36189869 1.68380162 1.42363354 1.63796741]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.57084286 0.41812985 0.48777951 0.39056352 0.47685326 0.4595821
 0.36621509 0.49162999 0.3587312  0.45445789]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.4,[1.182 0.928 1.009 1.245 1.205 1.108 1.235 1.125 0.962 0.972],[2.54 2.06 2.36 2.54 2.53 2.33 2.5  2.24 1.94 2.04],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.59830841 1.15012433 1.39971287 1.63357169 1.59667514 1.45536509
 1.6311511  1.40267858 1.14126223 1.21227969]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.41288117 0.22664045 0.34462498 0.41470695 0.40059604 0.34189341
 0.42483518 0.30342077 0.18626223 0.24731875]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.45,[1.206 1.11  0.926 1.174 1.348 1.071 1.025 1.196 1.367 1.46 ],[2.36 2.11 1.95 2.27 2.82 2.05 2.13 2.47 2.66 3.02],[1.  1.  1.  1.  1.  1.  1.  1.5 1.5 1. ],"[1.54831246 1.3568699  1.21689843 1.51474786 1.88747671 1.29737968
 1.32013993 1.48266334 1.75792754 2.08214605]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.34068307 0.28461404 0.21111718 0.34308465 0.53437247 0.25979362
 0.28570634 0.35472388 0.40565215 0.58712652]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.05,[0.183 0.197 0.214 0.207 0.195 0.172 0.232 0.269 0.337 0.228],[2.32 1.8  1.87 2.63 2.2  1.92 2.14 2.47 2.71 2.17],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.63469198 0.36168471 0.324361   0.8127652  0.50494848 0.34882009
 0.59312796 0.69653541 0.92077403 0.5183976 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.43624227 0.17035658 0.12572819 0.56248505 0.29623999 0.17764821
 0.33448538 0.42913062 0.59226695 0.29211342]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.1,[0.284 0.373 0.38  0.42  0.372 0.495 0.404 0.431 0.403 0.388],[1.81 2.22 1.9  2.16 2.01 2.77 2.02 2.14 2.07 2.54],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.48354527 0.79969878 0.62934704 0.73862465 0.69170072 1.10808658
 0.75231596 0.72418106 0.71509362 0.97293802]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.19667027 0.42954253 0.25840954 0.31193764 0.29588285 0.62901432
 0.36003568 0.31861466 0.3187069  0.54175333]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.15000000000000002,[0.554 0.577 0.637 0.516 0.591 0.68  0.54  0.662 0.651 0.523],[2.11 2.22 2.36 2.07 2.2  2.7  2.46 2.71 2.71 2.22],[1. 1. 1. 1. 1. 2. 1. 1. 1. 1.],"[0.93643929 0.96016804 1.07366245 0.90047802 0.9146182  1.23778314
 1.04960531 1.25561478 1.23894628 0.93379914]",[0.  0.  0.  0.  1.  0.5 0.  0.  0.  0. ],"[0.36847542 0.37655475 0.43964389 0.3755122  0.30676664 0.54826043
 0.46583761 0.6022432  0.61623632 0.38285187]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.2,[0.665 0.867 0.693 0.781 0.707 0.78  0.77  0.731 0.518 0.837],[2.2  2.73 2.33 2.46 1.98 2.35 2.42 2.03 2.   2.45],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.07242247 1.41501525 1.18487227 1.26287365 1.02637596 1.17197888
 1.20062526 1.02499202 0.75825467 1.38555602]",[0. 1. 0. 1. 1. 1. 1. 1. 0. 1.],"[0.41437499 0.572005   0.47729171 0.45354748 0.26870994 0.44171277
 0.4311819  0.32517757 0.20294217 0.53275084]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.25,[0.996 0.948 0.855 0.735 0.909 0.985 0.82  0.828 0.784 0.782],[2.56 2.61 2.43 1.88 2.47 2.52 2.3  2.09 2.12 2.28],[1. 1. 1. 1. 1. 2. 1. 1. 1. 1.],"[1.5182907  1.54428831 1.33088599 0.94041779 1.39746166 1.41346131
 1.22509228 1.13094255 1.10761719 1.13238313]",[1.  1.  1.  1.  1.  1.  1.  1.  1.  0.5],"[0.50391082 0.54400572 0.43666541 0.21924591 0.49260631 0.450318
 0.39131542 0.29870622 0.31003906 0.3814554 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.3,[1.01  1.214 0.873 0.937 0.972 0.998 1.013 1.028 1.03  0.859],[2.39 3.11 2.28 2.27 2.36 2.22 2.2  2.07 2.68 1.89],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.3789083  1.96112533 1.20123739 1.23870286 1.34363325 1.34116268
 1.37382884 1.32833492 1.61085151 1.09584124]",[1.  1.  1.  0.5 1.  1.  1.  1.  1.  1. ],"[0.38109519 0.7080754  0.36368857 0.37260545 0.39717267 0.33824275
 0.34808848 0.28432614 0.51890266 0.25976092]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.35000000000000003,[1.369 0.953 0.967 1.161 1.044 0.898 0.929 1.134 0.933 1.086],[2.79 2.09 2.21 2.42 2.39 2.07 2.1  2.42 2.17 2.35],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.88672617 1.30234215 1.27584747 1.5668876  1.4466366  1.19530081
 1.23363192 1.5089969  1.33296029 1.43536752]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.52317148 0.3074514  0.30646027 0.41290811 0.40226526 0.28160146
 0.28985262 0.39618684 0.35073373 0.36526499]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
